#Select Statistics Per TCE From the Data Validation XML Files
#Mission = TESS
#Search = tess2018206190142
#Sectors = s0001-s0001
#Created Date = 2018-11-14
#
tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
00143855290-01,143855290,1,1,5054,4.48585,7.63899,0.00250212,2.38015,2.76726,0.0250707,12.3139,0.0717827,0.869632,754.492,75.639,4.78519,1329.69,0.00456266,0.121274,0.183729,4.57977,5.27639,4,0.64521,8.32648,4.56009,776.221,85.7949
00143924219-01,143924219,1,2,6339,3.9521,2.82009,1.89734e-005,41.9157,5.27054,0.1958,5.65575,0.0421702,1.96093,23959.6,62.1875,2.9147,1326.82,9.68128e-005,1.45735,0.929367,28.0787,1.40694,10,890.628,414.973,160.004,1907.4,3128.13
00143924219-02,143924219,2,2,6339,3.9521,2.82017,0.000220466,11.367,2.29629,0.0530983,3.27214,0.042171,1.96093,1785.92,72.6028,2.81414,1325.41,0.00106462,1.40707,0.971278,2.56571,0.2375,10,69.7233,28.7826,11.7747,1907.38,3128.01
00144000467-01,144000467,1,2,5763,4.08752,8.88334,1.99642e-005,88.0863,10.5432,0.530367,16.1795,0.0848918,1.52135,211883,146.926,5.62961,1333.29,2.55041e-005,2.8148,0.740613,707.28,3.58889,3,1183.4,2947.7,1740.51,1076.52,317.402
00144000467-02,144000467,2,2,5763,4.08752,8.88338,4.3751e-005,71.8326,8.95338,0.432504,12.4871,0.084892,1.52135,103010,109.129,6.02533,1328,5.69914e-005,3.01266,0.912515,2.45341,2.85278,3,42064.4,1160.27,795.724,1076.52,317.4
00144048277-01,144048277,1,1,5780,4.438,9.18783,0.0018881,2.1072,0.175212,0.019302,8.73533,0.0858942,1,366.883,38.4621,5.21554,1329.25,0.00214678,0.254091,0.788582,6.78578,1.11944,3,90.6104,19.6446,15.8378,870.237,135.541
00144065872-01,144065872,1,1,5630,4.37759,2.18466,2.14889e-005,12.5057,0.0555292,0.101374,6.16693,0.034145,1.13,11838.2,46.5975,2.86529,1326.51,0.000148608,0.294289,0.325801,3.66601,1.09861,13,255.613,271.074,86.1418,1429.14,985.882
00144193715-01,144193715,1,1,5015,4.47652,9.15516,0.00306276,2.61865,2.36989,0.027463,25.2394,0.0806474,0.873428,858.809,107.695,2.505,1333.42,0.00393761,0.0873287,0.489034,2.75616,2.42917,3,0.83184,8.20281,5.18199,728.251,66.473
00144194304-01,144194304,1,2,6387,4.23968,0.48358,-1,4.32254,-1,0.0278641,2.59198,0.0130945,1.42099,342410,0,1.5,1325.74,-1,0.0432651,0.1,24.8985,0.24052,0,35.5543,26.0747,8.08387,2935.89,17558.3
00144194304-02,144194304,2,2,6387,4.23968,0.483442,-1,3.07467,-1,0.01982,7.52017,0.013092,1.42099,305023,0,0.5,1325.52,-1,0.00987054,0.1,146.354,-0.06146,0,16.9404,10.8807,2.36144,2936.17,17565
00144462697-01,144462697,1,2,6739,4.19374,1.23399,-1,29.6182,-1,0.170709,4.45148,0.0254337,1.58928,450330,0,2.5,1325.66,-1,0.373032,0.1,70.9682,0.62222,0,1049.13,302.779,86.1977,2350.62,7215.24
00144462697-02,144462697,2,2,6739,4.19374,2.47392,0.00105873,60.8678,56.7811,0.35082,1.55543,0.0404383,1.58928,138411,4206.01,19.8834,1325.79,0.0111654,5.87348,0.00810462,10.8971,1.23472,12,31.7973,11.7964,5.05591,1864.19,2854.2
00147083089-01,147083089,1,3,5191,4.46189,0.544222,-1,5.0101,-1,0.0502237,2.9632,0.0125178,0.913767,531251,0,1.5,1325.51,-1,0.0752421,0.1,17.3848,0.18472,0,24.8965,31.9179,6.75136,1957.03,3466.66
00147083089-02,147083089,2,3,5191,4.46189,0.362737,-1,5.15863,-1,0.0517126,5.83487,0.00955147,0.913767,3190.78,-1,0.5,1325.32,-1,0.0250546,0.1,13.6864,0.19583,77,29.988,13.3104,4.13243,2240.4,5954.2
00147083089-03,147083089,3,3,5191,4.46189,0.362737,-1,4.33427,-1,0.0434488,5.78861,0.00955147,0.913767,418227,0,0.5,1325.51,-1,0.021224,0.1,16.2449,0.20753,0,21.3191,10.8995,2.91722,2240.4,5954.2
00147085676-01,147085676,1,1,4162,4.59188,18.177,0.00321198,4.70446,0.874269,0.0637128,58.4363,0.117377,0.676365,4225.97,630.605,1.90713,1327.61,0.00242018,0.212331,0.698215,3.72794,6.0375,2,14.0478,15.0726,15.0152,440.852,8.92673
00147131974-01,147131974,1,2,6357,4.24426,0.801841,-1,12.2481,-1,0.0798195,4.43607,0.0182756,1.40558,281965,0,1.5,1325.71,-1,0.113713,0.1,56.0542,0.40323,0,828.97,119.961,33.3109,2460.01,8654.99
00147131974-02,147131974,2,2,6357,4.24426,0.802711,5.07424e-005,96.4415,137.201,0.628501,1.6054,0.0182888,1.40558,182324,9853.89,9.63253,1325.68,0.000652101,4.81626,0.959301,36.3705,0.52573,35,15.3991,15.2758,5.36681,2459.12,8642.49
00147133612-01,147133612,1,1,3848,4.67362,12.4256,0.00387524,4.53334,0.387578,0.068751,10.3805,0.0899357,0.604,5604.73,770.749,9.7905,1335.29,0.00277255,0.63164,0.00354867,3.60371,3.41805,2,2.50615,13.1062,11.2515,440.027,8.8601
00147201138-01,147201138,1,2,6583,4.21221,1.88116,-1,23.9882,-1,0.144686,8.22083,0.0331504,1.51869,0,0,2,1325.93,-1,0.256146,0.1,38.8919,0.94167,0,265.46,284.99,93.4271,1966.1,3531.38
00147201138-02,147201138,2,2,6583,4.21221,1.88043,-1,7.2252,-1,0.0435791,9.9669,0.0331418,1.51869,2159.16,-1,1.5,1325.73,-1,0.0634484,0.1,14.5864,0.40417,15,5.57973,18.8885,7.34022,1966.36,3533.22
00147271811-01,147271811,1,2,5452,4.60041,0.287462,1.73076e-005,2.45923,2.50469,0.0278195,2.20538,0.00839288,0.809744,915.847,87.286,1.05932,1325.37,0.000723397,0.0312784,0.111731,13.0012,0.14028,97,49.6192,7.77437,3.2499,2363.01,7368.61
00147271811-02,147271811,2,2,5452,4.60041,0.287459,2.21676e-005,2.83868,0.508217,0.0321119,1.29458,0.00839282,0.809744,889.708,60.2263,1.26036,1325.5,0.000995371,0.198998,0.9,0,0.14291,97,119.774,11.6839,4.56902,2363.02,7368.71
00147302681-01,147302681,1,1,6365,4.32251,16.2175,0.00382666,3.75178,4.94914,0.0267148,62.623,0.135801,1.28642,817.169,113.748,2.02698,1331.4,0.00263372,0.0529791,0.0672024,4.04259,1.77222,2,2.83033,8.3119,7.37591,864.43,131.959
00147302734-01,147302734,1,1,6145,4.27901,14.4868,0.0170982,10.5794,17.234,0.074705,3.40928,0.122503,1.29721,2043.56,6636.68,13.4005,1334.23,0.0089715,6.70027,1,4.30558,0.37361,2,0.05164,10.5583,9.00222,882.359,143.252
00147339266-01,147339266,1,1,6208.78,4.438,15.1676,0.00397144,2.95248,0.708826,0.0253878,28.1839,0.125143,1.06527,717.219,105.077,3.82686,1332.83,0.00188251,0.115736,0.430705,9.50528,0.43333,2,6.97182,10.1049,11.2787,799.328,96.4766
00149248196-01,149248196,1,5,5128,4.438,17.9583,0.00125903,5.20656,0.715674,0.0570434,41.8697,0.119168,0.836071,3920.52,668.736,3.4639,1332.91,0.00108585,0.186963,0.000499083,11.3769,11.7056,2,10.6393,27.1358,23.874,599.351,30.4962
00149248196-02,149248196,2,5,5128,4.438,9.59546,0.00057922,5.3633,0.731205,0.0587607,42.1875,0.0784683,0.836071,4158.97,441.657,1.83987,1334.71,0.000400196,0.10213,0.000623702,13.9501,6.96528,2,9.42173,18.5792,14.8335,738.608,70.3361
00149248196-03,149248196,3,5,5128,4.438,6.87847,0.000904694,3.01826,2.55811,0.0330682,42.1455,0.062851,0.836071,1309.62,397.038,1.2727,1327.93,0.00113188,0.0417783,0.159693,7.57852,1.93611,4,7.08583,18.6156,20.1947,825.288,109.633
00149248196-04,149248196,4,5,5128,4.438,12.41,0.00308752,4.82767,0.847854,0.0528922,10.5651,0.0931463,0.836071,3370.66,1004.54,9.46108,1328.56,0.00225689,0.476925,0.0254217,8.89727,1.15694,2,0.33793,15.496,11.8034,677.92,49.9155
00149248196-05,149248196,5,5,5128,4.438,16.4431,0.00167384,5.88607,0.783281,0.0644881,21.0196,0.112367,0.836071,5010.48,920.789,6.36425,1331.06,0.00115229,0.385827,4.0951e-006,7.39029,4.05139,2,0.30865,15.5284,11.0053,617.222,34.2995
00149308175-01,149308175,1,1,5751.3,4.08,0.280402,1.60629e-005,3.06106,2.94479,0.0215508,2.3952,0.00759535,1.30109,543.76,55.8411,0.939885,1325.48,0.000624339,0.0213182,0.1,5.36191,0.13868,99,30.0424,7.89696,2.44937,3321.53,28765.5
00149346418-01,149346418,1,1,5780,4.438,23.6111,-1,1.12813,-1,0.0103337,36.2737,0.161151,1,124.758,-1,5,1325.4,-1,0.0516641,0.1,10.4668,0.68333,2,478.105,39.908,36.5637,635.336,38.5065
00149444341-01,149444341,1,1,3313,4.438,13.8052,0.0195537,4.83566,0.626983,0.0442949,7.18759,0.112681,1,1901.6,245.639,9.83617,1326.68,0.0137712,1.11218,0.805044,2.37715,5.25417,2,0.10155,7.90927,5.70199,435.5,8.50108
00149473467-01,149473467,1,1,6331,3.96862,1.09506,-1,5.18273,-1,0.0247121,2.90741,0.0224225,1.92108,698.698,-1,3,1325.85,-1,0.0761085,0.1,14.9413,0.55339,26,27.2357,25.1798,8.78388,2585.8,10565.8
00149603524-01,149603524,1,1,6280,4.32092,4.41199,5.68702e-005,15.419,0.0658511,0.110343,9.95771,0.0567577,1.28,14019.7,62.6668,3.76615,1326.08,0.000194884,0.375397,0.00149004,3.66188,1.18194,7,76.1675,220.493,96.3543,1315.96,708.757
00149630160-01,149630160,1,1,5780,4.438,13.9768,0.00515383,2.01298,0.694269,0.0184389,24.5469,0.113613,1,369.066,56.4793,3.62058,1335.41,0.00426562,0.0992045,0.587429,7.13316,-0.63056,2,16.9323,11.9079,13.5285,756.67,77.4723
00149913598-01,149913598,1,1,3172,4.438,14.0087,0.00500125,7.74484,1.3208,0.070943,33.1095,0.113786,1,5845.11,969.043,3.27295,1328.86,0.0036279,0.244933,0.349314,5.34853,4.80139,2,8.1927,13.7417,16.0287,414.936,7.0056
00149988523-01,149988523,1,1,3183,4.438,13.9829,0.00370608,2.3735,2.42855,0.0217413,38.0347,0.113646,1,562.589,64.7036,2.8564,1335.39,0.00298346,0.0613847,0.0991335,13.2429,-0.57639,2,345.271,31.692,41.5968,416.631,7.12079
00150098860-01,150098860,1,1,5272.71,3.98846,10.6918,0.00430647,2.67295,3.27275,0.0269502,35.8252,0.0631286,0.908505,841.491,105.543,2.18894,1335.9,0.00306864,0.0660259,0.364926,2.32438,1.90694,2,0.5714,8.71813,6.44505,882.625,143.426
00150100421-01,150100421,1,1,3232,4.99983,15.9359,0.00304414,2.27283,0.501031,0.0819653,53.7544,0.076543,0.254,7898.91,813.417,2.45056,1335.52,0.00222387,0.185666,0.00305319,4.43796,9.03889,2,38.1912,25.8331,26.6042,259.793,1.07654
00150100627-01,150100627,1,1,7026,4.01869,0.225039,1.83913e-005,3.60537,1.78076,0.0163679,3.00051,0,2.01769,289.041,48.134,0.516816,1325.45,0.000664805,0.0116188,0.516722,6.91868,0.16562,124,99.8981,7.21305,3.04178,0,0
00150101472-01,150101472,1,2,5734,4.1879,3.27818,0.000718466,6.81649,1.87524,0.0462425,3.31402,0.0435668,1.35026,1661.74,106.861,3.45285,1327.68,0.00296782,1.43645,0.95092,7.15213,1.60139,8,3.9069,17.5817,7.32281,1408.58,930.342
00150101472-02,150101472,2,2,5734,4.1879,3.28049,0.00121669,2.93156,1.57969,0.0198874,5.64002,0.0435872,1.35026,426.402,59.0204,3.66951,1326.01,0.00523907,0.113231,0.609045,2.40731,1.95139,9,4.17433,7.67054,4.20873,1408.25,929.471
00150145456-01,150145456,1,3,5224,4.45558,0.64504,5.50024e-005,3.1531,3.2222,0.0312188,2.39282,0.0140676,0.925166,1029.95,111.806,1.71593,1325.4,0.00117291,0.0954096,0.670108,9.92205,0.42778,44,33.8585,8.51845,3.48578,1869.37,2886.03
00150145456-02,150145456,2,3,5224,4.45558,0.644931,5.85113e-005,3.04064,3.1785,0.0301053,2.34419,0.014066,0.925166,1034.52,98.7397,2.03589,1325.61,0.00120872,0.0786583,0.456796,14.758,0.21944,43,28.3921,9.01503,4.55712,1869.47,2886.68
00150145456-03,150145456,3,3,5224,4.45558,0.644957,7.70162e-005,7.33784,8.77512,0.0726517,1.33519,0.0140664,0.925166,2126.84,98.5937,2.35015,1325.82,0.00175366,1.17507,0.990837,0,0.32248,43,63.7783,16.0141,4.85317,1869.45,2886.53
00150162739-01,150162739,1,2,6126.81,3.81733,14.6355,0.0109111,15.7064,4.47822,0.0421956,15.2671,0.164819,3.40962,2042.82,240.16,7.49645,1335.2,0.00578513,0.316098,0.200271,7.08989,-2.50833,2,0.00319,8.68767,6.2121,1229.63,540.285
00150162739-02,150162739,2,2,6126.81,3.81733,17.0126,0.00810685,16.0651,4.43382,0.0431593,21.0535,0.182214,3.40962,1901.67,227.407,4.59896,1330.26,0.00539096,0.391665,0.730798,3.88274,-2.49583,2,0.01856,8.6424,6.32068,1169.47,442.052
00150166721-01,150166721,1,2,6368,3.20636,0.485805,4.78433e-006,127.896,39.5226,0.247509,2.57266,0,4.73328,25244.4,3159.2,1.18795,1325.78,0.000144402,0.593974,0.999999,23.4919,0.06901,58,124.881,60.6894,15.2378,0,0
00150166721-02,150166721,2,2,6368,3.20636,0.485871,1.19064e-005,44.9899,119.947,0.0870663,3.96327,0,4.73328,2762.67,693.599,0.413877,1325.69,0.000405174,0.206939,0.999802,10.442,0.19215,57,60.1673,13.4935,9.16551,0,0
00150167319-01,150167319,1,1,3095,4.438,11.8678,0.00876508,20.0663,16.1295,0.183809,16.2033,0.101875,1,24281.4,3989.02,4.33953,1331.75,0.0061731,2.16976,0.895662,3.88899,5.40972,2,42.2861,21.9736,25.3621,427.876,7.92124
00150187916-01,150187916,1,5,6178.6,4.438,1.1162,1.28071e-005,17.845,3.21448,0.100057,4.23393,0.0292254,1.63368,4970.77,62.7052,1.04561,1326.34,0.000171793,0.522806,0.977875,18.7001,0.55898,25,289.717,56.7201,19.2996,2038.38,4080.01
00150187916-02,150187916,2,5,6178.6,4.438,1.11635,3.37912e-005,5.06163,2.6435,0.0283806,12.7935,0.029228,1.63368,921.957,51.1539,0.675466,1325.79,0.000418708,0.0192998,0.182115,10.3437,0.47292,25,17.3466,16.9256,6.17835,2038.29,4079.29
00150187916-03,150187916,3,5,6178.6,4.438,12.2808,0.00273749,14.4529,30.4113,0.0810372,26.6928,0.144572,1.63368,2420.91,1277.98,1.44472,1328.66,0.00347598,0.72236,0.999967,6.36692,-0.1625,2,1.32925,8.86612,6.83012,916.48,166.73
00150187916-04,150187916,4,5,6178.6,4.438,1.11602,0.000108856,5.26113,0.623109,0.0294992,3.65024,0.0292223,1.63368,657.324,77.0907,0.851355,1326.26,0.00178829,0.339056,0.967863,6.096,0.1649,25,96.7701,11.8371,6.7609,2038.49,4080.89
00150187916-05,150187916,5,5,6178.6,4.438,20.6911,0.00676628,9.45184,1.73539,0.0529965,15.64,0.204702,1.63368,2662.66,841.882,6.41146,1327.22,0.00598818,1.00498,0.841278,3.79277,3.33889,2,3.04682,8.46371,8.23719,770.202,83.1647
00150359500-01,150359500,1,1,3356,4.438,9.05041,0.00207972,7.32634,0.518239,0.0671096,16.1309,0.0850356,1,4175.59,511.592,2.79213,1327.27,0.00260937,0.552396,0.84603,5.4242,3.8875,3,3.02962,13.2035,12.0315,507.824,15.7172
00150361803-01,150361803,1,1,5651.4,4.30401,0.268693,3.64384e-005,2.08669,3.60462,0.0165918,1.82343,0.00808423,1.15203,317.859,50.3572,1.18382,1325.47,0.00160351,0.0230864,0.252674,2.97995,0.18527,104,42.9944,7.68324,2.75245,2976.87,18559.4
00150432211-01,150432211,1,1,3228,4.438,13.1925,0.0057552,10.2617,0.953851,0.0939973,20.3575,0.109322,1,10528.7,975.1,5.41853,1332.67,0.00407208,0.465928,0.00715122,8.158,9.73194,2,17.2943,14.0491,16.3594,430.796,8.13969
00150442264-01,150442264,1,4,5780,4.438,2.98172,4.21312e-005,23.7385,1.06978,0.217446,3.90924,0.0405633,1,19585.6,109.682,4.25731,1326.98,0.000190043,2.12865,0.994319,20.3254,1.31111,9,370.452,115.308,51.2059,1266.35,607.762
00150442264-02,150442264,2,4,5780,4.438,2.98143,0.000111217,11.8233,1.75583,0.108302,3.76166,0.0405606,1,4353.06,6419.67,3.01004,1325.32,0.000500123,1.50502,1,5.86253,1.94305,10,4.95156,41.1544,17.7992,1266.39,607.841
00150442264-03,150442264,3,4,5780,4.438,8.93553,0.000878287,3.27559,0.446871,0.0300045,46.9923,0.0843145,1,748.285,96.5616,0.650085,1333.23,0.000796372,0.119345,0.927748,5.74707,6.19722,3,40.033,11.4797,10.0688,878.352,140.668
00150442264-04,150442264,4,4,5780,4.438,6.25418,0.00231107,2.89672,3.18337,0.0265341,55.1014,0.0664664,1,711.173,113.666,0.61179,1329.72,0.00501524,0.0345718,0.745705,4.54513,-0.90972,4,1.1856,8.67707,7.03294,989.279,226.358
00152184774-01,152184774,1,6,7508,4.07819,4.85377,5.69111,0.806477,210.987,0.0037084,3.94083,0.0674227,1.99206,14.9948,4842.73,8.69505,1329.86,12.3027,0.0398041,0.422669,29.0519,1.09861,5,5.93137,113.653,125.876,1800.8,2485.3
00152184774-02,152184774,2,6,7508,4.07819,4.65503,0.386745,9.97306,24110.6,0.0458589,28.8502,0.0655695,1.99206,828.458,79321.9,0.391059,1326.11,0.560884,0.19553,0.996642,115.956,0.80556,6,281987,903.204,1572.97,1826.07,2627.77
00152184774-03,152184774,3,6,7508,4.07819,10.6944,-1,30.8168,-1,0.141704,92.9206,0.114163,1.99206,22363.7,-1,1,1326.67,-1,0.12524,0.1,325.121,-0.71667,3,18.1272,144.804,228.433,1383.9,866.841
00152184774-04,152184774,4,6,7508,4.07819,5.33472,-1,29.51,-1,0.135695,46.1094,0.0718061,1.99206,20509.7,-1,1,1326.75,-1,0.12058,0.1,349.99,-0.80139,5,240.764,154.249,209.471,1744.97,2191.13
00152184774-05,152184774,5,6,7508,4.07819,6.46944,-1,10.7376,-1,0.0493742,51.6307,0.0816579,1.99206,2718.56,-1,1,1329.23,-1,0.0475105,0.1,20.5673,2.11667,4,40.6975,22.5822,27.7329,1636.32,1694.32
00152184774-06,152184774,6,6,7508,4.07819,6.60833,-1,8.31371,-1,0.0382287,20.8768,0.0828224,1.99206,1630.8,-1,2.5,1331.17,-1,0.0930171,0.1,10.6793,-0.29444,4,29.518,20.5737,26.2872,1624.78,1647
00152222233-01,152222233,1,1,6759.3,4.58,12.6532,0.00408496,7.19707,0.961261,0.0397125,6.79315,0.166229,1.66007,1735,123.754,13.5146,1330.25,0.00293838,0.634343,0.434144,3.46711,5.41389,2,26.4756,17.0354,21.7796,942.549,186.525
00152223725-01,152223725,1,1,6918,4.17591,4.43611,-1,6.9862,-1,0.0385141,17.526,0.0606465,1.66157,547751,0,2,1325.45,-1,0.0749713,0.1,121.126,0.24861,0,89.0647,29.102,16.75,1597.82,1540.41
00152226902-01,152226902,1,3,3251,4.99276,16.9542,-1,14.3012,-1,0.5,64.6219,0.0809954,0.262,0,0,3,1325.88,-1,1.00905,0.1,17.109,0.40833,0,952.733,40.0284,51.4238,258.006,1.04722
00152226902-02,152226902,2,3,3251,4.99276,16.5702,0.00317436,19.2289,4.52742,0.672282,70.5796,0.0797679,0.262,506662,36397.4,2.99955,1326.66,0.00249017,1.20597,0.00759073,3.71341,0.64861,2,296.648,29.1749,35.8751,259.983,1.0797
00152226902-03,152226902,3,3,3251,4.99276,12.4546,0.00756379,11.5671,2.94346,0.40441,43.4879,0.065942,0.262,178979,24595.5,2.89383,1329.98,0.00627072,1.05086,0.472937,2.92733,-1.98472,2,20.0195,10.1986,10.5301,285.942,1.57992
00152250917-01,152250917,1,1,5998.6,3.83,15.114,0.00642348,6.43658,1.07783,0.0467586,10.0033,0.0876063,1.26093,2050.72,130.75,7.06409,1328.65,0.00454173,1.04435,0.851071,5.00399,-1.15,2,291.74,20.0131,25.067,1004.2,240.325
00152250936-01,152250936,1,2,8631,4.438,15.8201,0.0057973,59.3078,1834.99,0.543262,39.6606,0.123394,1,176285,56462.9,3.90977,1327.52,0.00425459,1.95488,0.858374,13.4242,0.33056,2,345.393,24.9918,31.7336,1084.19,326.546
00152250936-02,152250936,2,2,8631,4.438,9.25038,0.000657618,83.732,147.494,0.766989,87.5104,0.0862836,1,307879,15028.8,1.24486,1334.43,0.000852016,0.622432,0.863896,6.44526,-0.60278,3,307.524,20.8674,25.67,1296.55,667.847
00152250937-01,152250937,1,1,4002,4.438,23.2861,0.00392019,3.14499,1.6128,0.0288082,66.7822,0.159669,1,941.453,119.548,2.37687,1325.83,0.00182782,0.0893771,0.512204,2.30701,2.64444,2,1.85749,7.48925,5.81957,441.935,9.0148
00152254863-01,152254863,1,1,6502,4.22302,1.92301,0.000208111,3.63377,3.73258,0.0225028,4.9224,0.0333295,1.47917,564.109,69.9989,2.85135,1326.91,0.00152816,0.0743864,0.386913,2.0059,0.5875,14,9.74819,8.90354,3.36413,1911.32,3153.95
00152282527-01,152282527,1,3,6763,3.72667,0.239435,1.30799e-005,4.43543,2.07512,0.0148805,2.30849,0,2.73034,228.904,24.2114,0.629217,1325.47,0.000492794,0.0181143,0.691562,8.71824,0.11953,116,59.5934,7.21244,2.80027,0,0
00152282527-02,152282527,2,3,6763,3.72667,0.479007,2.01215e-005,5.96221,2.09775,0.0200027,2.74116,0.0135649,2.73034,412.82,29.7818,1.03824,1325.59,0.000507237,0.0401741,0.7,16.5328,0.24268,58,47.3448,10.8832,3.77294,4233.8,75935.4
00152282527-03,152282527,3,3,6763,3.72667,0.478815,2.19824e-005,5.29847,3.00971,0.0177759,3.69275,0.0135613,2.73034,352.438,26.2676,0.973381,1325.36,0.000574711,0.0192783,0.31578,0,0.23932,59,100.275,13.9231,4.38328,4234.37,75976
00152283270-01,152283270,1,1,9338,4.05828,11.248,0.00315357,5.84096,1.77161,0.0224312,9.87865,0.131114,2.38522,552.776,31.4257,8.65098,1336.36,0.00210203,0.202308,0.245313,2.34933,-2.75972,2,75.3928,15.7832,18.2816,1757.46,2254.55
00152283580-01,152283580,1,1,3177,5.02884,15.0187,0.00606865,4.70848,16.4555,0.187521,20.4707,0.0704165,0.23,13621.8,242236,3.5946,1336.13,0.00415979,1.7973,1,3.84251,8.03194,2,2357.06,57.9079,77.888,253.359,0.973787
00152807584-01,152807584,1,1,3442,4.893,21.1422,0.00236843,6.48316,1.09049,0.166348,42.9378,0.106832,0.357,32551.7,2320.95,4.38753,1326.38,0.00171884,0.625966,0.0141782,3.23538,-0.3875,2,393.346,32.6248,44.1834,277.643,1.40433
00152825521-01,152825521,1,2,5169,4.15102,0.371548,-1,16.7979,-1,0.118136,3.22892,0.00968315,1.30247,355658,0,1,1325.54,-1,0.109812,0.1,3.20362,0.10694,0,5629.29,349.412,76.6579,2645.29,11572.2
00152825521-02,152825521,2,2,5169,4.15102,0.743282,3.86783e-005,29.6535,16.3372,0.208548,2.39503,0.0153736,1.30247,16734.2,1911.5,1.80088,1326,0.00117883,0.900442,0.999973,56.2891,0.20287,38,8.01575,20.909,5.62211,2099.39,4590.9
00152926069-01,152926069,1,2,5114,4.47583,0.80326,3.72108e-005,15.48,15.4805,0.159627,1.4104,0.0160958,0.888307,24353.6,362.172,4.9779,1325.73,0.000692973,1.75596,0.793803,9.37189,0.40571,35,55.7403,20.3676,5.7038,1676.4,1866.53
00152926069-02,152926069,2,2,5114,4.47583,0.267799,3.75192e-005,5.20794,5.22875,0.0537032,1.17471,0.00773891,0.888307,2180.65,365.268,1.4967,1325.55,0.00188289,0.674642,0.944962,10.9593,0.08994,105,17.1757,8.84611,3.3189,2417.66,8074.18
00159734053-01,159734053,1,1,5780,4.438,12.7918,0.00246295,2.14257,0.353973,0.0196261,12.5427,0.107097,1,450.281,78.6734,7.92758,1335.2,0.0015765,0.153908,0.0813571,9.38909,1.07361,2,143.609,17.7272,21.3159,779.349,87.1863
00160036449-01,160036449,1,2,7099,4.438,1.89305,-1,12.5419,-1,0.114884,5.39228,0.0299638,1,451230,0,3,1326.83,-1,0.315181,0.1,51.5738,0.95278,0,501.522,222.525,79.629,1809.63,2534.44
00160036449-02,160036449,2,2,7099,4.438,1.8932,6.06962e-005,43.804,9.21625,0.401246,2.73409,0.0299654,1,68728.1,1008.83,5.72887,1325.89,0.000462017,2.86444,0.999745,6.8784,0.73056,15,64.667,49.7523,17.3756,1809.59,2534.18
00160064321-01,160064321,1,2,6770,4.32575,23.9433,0.00304935,23.9369,22.7529,0.159905,25.9779,0.184189,1.37121,10348.1,1479.63,4.14225,1328.1,0.0021728,2.07112,0.999929,4.89314,-0.64861,2,2698.45,62.4701,86.4653,815.081,104.31
00160064321-02,160064321,2,2,6770,4.32575,21.6465,0.00302518,6.13467,1.47721,0.0409812,40.1033,0.172213,1.37121,1903.84,252.157,4.28474,1327.41,0.00192801,0.169393,0.0645318,4.48461,0.96528,2,0.39783,7.37362,6.57858,842.946,119.322
00160064742-01,160064742,1,1,5811.07,4.15447,21.952,0.00614713,5.14856,0.765775,0.0395089,37.7426,0.138959,1.19368,1365.21,167.198,2.25565,1326.43,0.00317265,0.42678,0.907209,3.10268,0.84306,2,12.3404,8.51686,9.13883,751.535,75.3905
00161167878-01,161167878,1,1,3398,4.438,11.8481,0.00438325,1.95397,1.65293,0.0178984,20.8796,0.101763,1,381.364,41.224,4.3947,1335.43,0.00412719,0.078039,0.0959703,6.8512,6.85139,2,14.1003,10.4992,10.4523,470.025,11.5347
00161172848-01,161172848,1,1,5003,4.42083,11.4668,0.00298394,4.63608,1.10184,0.0456914,22.9078,0.093584,0.929424,2530.23,223.481,3.99857,1335.61,0.00205171,0.174965,0.0290943,2.70194,7.80694,2,13.3214,12.4354,13.5518,695.711,55.365
00161174284-01,161174284,1,1,3233,5.00167,9.89439,0.00348516,2.38567,0.558036,0.0860347,21.162,0.0557862,0.254,8703.07,1810.07,3.88086,1331.57,0.00431953,0.307648,0.000328205,5.08863,4.94167,3,19.4376,14.3181,13.8035,304.404,2.0292
00161174286-01,161174286,1,1,3186,5.028,9.9026,0.00694639,2.4041,1.20352,0.0945134,23.1904,0.0537723,0.233,7503.5,3814.41,2.00131,1331.6,0.00883189,1.00066,0.906777,5.59788,4.94167,3,19.6838,15.0615,14.2198,292.642,1.73327
00161175802-01,161175802,1,1,3308,4.96224,13.543,0.0134384,2.0954,0.457156,0.0664151,10.5527,0.0727185,0.289,5191.92,718.439,10.4709,1337.51,0.00932926,0.654275,0.0230645,2.23858,-3.15,2,8.00407,10.4147,9.79499,290.994,1.69456
00161176007-01,161176007,1,1,3259,4.438,12.4798,0.0211236,2.05863,0.445499,0.0188571,12.5563,0.105348,1,357.149,62.6217,5.15319,1335.44,0.0105254,0.221658,0.761312,6.87749,1.50694,2,5.70378,9.09672,9.09524,443.06,9.10689
